country;subnational1;threshold;area_ha;extent_2000_ha;extent_2010_ha;gain_2000-2012_ha;tc_loss_ha_2001;tc_loss_ha_2002;tc_loss_ha_2003;tc_loss_ha_2004;tc_loss_ha_2005;tc_loss_ha_2006;tc_loss_ha_2007;tc_loss_ha_2008;tc_loss_ha_2009;tc_loss_ha_2010;tc_loss_ha_2011;tc_loss_ha_2012;tc_loss_ha_2013;tc_loss_ha_2014;tc_loss_ha_2015;tc_loss_ha_2016;tc_loss_ha_2017;tc_loss_ha_2018;tc_loss_ha_2019;tc_loss_ha_2020;tc_loss_ha_2021;tc_loss_ha_2022;tc_loss_ha_2023;tc_loss_ha_2024
Turkey;Adana;0;1583495;1583495;1583495;24842;653;878;1302;1037;1140;1344;1734;1613;1108;1964;1488;2249;1953;2088;2342;2346;2581;3387;3646;5483;8631;5271;8450;3710
Turkey;Adana;10;1583495;293785;247222;24842;588;782;1188;896;1016;1170;1418;1366;960;1625;1282;1942;1617;1720;1912;1742;1966;2681;2816;4312;6279;3457;4700;2575
Turkey;Adana;15;1583495;260700;210418;24842;496;684;1094;821;915;1045;1275;1227;891;1483;1181;1818;1536;1631;1827;1637;1861;2561;2668;4081;5824;3208;4441;2461
Turkey;Adana;20;1583495;244133;201877;24842;473;656;1053;792;877;991;1186;1152;848;1396;1122;1741;1449;1539;1717;1541;1768;2434;2540;3858;5425;3015;4195;2344
Turkey;Adana;25;1583495;200586;177347;24842;467;647;1044;783;864;981;1166;1140;841;1377;1107;1670;1225;1288;1445;1301;1519;2103;2186;3311;4454;2540;3617;2048
Turkey;Adana;30;1583495;178411;169463;24842;455;640;1037;777;860;977;1158;1133;838;1364;1096;1620;1033;1085;1214;1099;1295;1824;1902;2890;3823;2210;3100;1807
Turkey;Adana;50;1583495;101977;72407;24842;270;377;654;511;590;658;749;765;613;940;784;1105;613;607;754;654;787;1110;1139;1804;2330;1357;1887;1143
Turkey;Adana;75;1583495;53358;31779;24842;81;139;241;211;194;233;269;287;235;376;346;531;263;238;358;283;349;550;563;894;1205;705;1073;655
Turkey;Adiyaman;0;742049;742049;742049;2165;18;8;3;10;3;20;3;9;14;4;4;13;2;26;12;9;4;4;37;50;37;10;84;17
Turkey;Adiyaman;10;742049;6587;5107;2165;10;4;2;4;3;5;2;5;5;2;3;4;1;14;2;1;1;0;6;12;8;2;14;12
Turkey;Adiyaman;15;742049;4853;4314;2165;9;4;2;4;2;4;2;5;5;2;2;4;0;14;2;1;1;0;6;11;8;1;12;11
Turkey;Adiyaman;20;742049;4228;4211;2165;9;3;2;4;2;3;2;5;5;1;2;3;0;14;1;1;1;0;6;10;8;1;12;11
Turkey;Adiyaman;25;742049;3166;3624;2165;9;3;2;4;2;3;2;5;5;1;2;3;0;13;1;0;0;0;6;10;6;1;10;10
Turkey;Adiyaman;30;742049;2631;3392;2165;9;3;2;4;2;3;2;5;4;1;2;2;0;12;1;0;0;0;5;8;6;1;8;10
Turkey;Adiyaman;50;742049;1366;1410;2165;8;2;1;3;1;1;1;4;3;1;1;2;0;7;1;0;0;0;4;7;5;0;4;6
Turkey;Adiyaman;75;742049;485;637;2165;4;1;1;1;0;0;1;1;1;0;0;1;0;2;0;0;0;0;0;2;3;0;1;2
Turkey;Afyon;0;1474741;1474741;1474741;6795;166;218;85;98;75;91;200;131;252;127;303;210;167;192;163;259;180;415;269;243;339;228;688;285
Turkey;Afyon;10;1474741;96000;51099;6795;150;205;75;80;62;76;184;115;209;118;150;180;113;121;134;192;158;382;230;158;280;173;573;218
Turkey;Afyon;15;1474741;87263;43771;6795;146;197;74;73;61;73;177;109;200;110;121;167;108;118;131;177;151;377;223;155;274;166;560;213
Turkey;Afyon;20;1474741;82349;42496;6795;144;195;73;73;61;73;175;107;197;107;117;164;100;114;128;168;145;371;216;153;268;162;544;207
Turkey;Afyon;25;1474741;73924;33770;6795;144;193;73;73;61;71;175;106;197;107;116;162;85;108;123;142;130;353;192;138;250;154;520;197
Turkey;Afyon;30;1474741;70428;32853;6795;142;192;72;71;61;71;175;106;196;107;114;158;74;105;119;128;123;339;182;131;243;150;499;185
Turkey;Afyon;50;1474741;52416;16872;6795;133;147;65;61;57;63;153;93;174;84;81;120;55;92;97;95;101;284;118;106;202;121;422;157
Turkey;Afyon;75;1474741;33488;6525;6795;110;81;55;56;51;49;113;60;128;58;49;76;29;67;53;61;75;204;75;64;146;74;272;118
Turkey;Agri;0;1030027;1030027;1030027;221;2;3;1;5;1;1;1;0;1;1;3;2;3;1;0;0;0;0;0;0;0;0;4;3
Turkey;Agri;10;1030027;2890;391;221;1;2;1;3;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Turkey;Agri;15;1030027;1549;270;221;1;2;1;2;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Turkey;Agri;20;1030027;1048;256;221;1;2;1;2;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Turkey;Agri;25;1030027;723;207;221;1;2;1;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Turkey;Agri;30;1030027;641;180;221;1;2;1;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Turkey;Agri;50;1030027;291;54;221;1;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Turkey;Agri;75;1030027;93;7;221;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Turkey;Aksaray;0;763082;763082;763082;109;23;12;1;99;3;4;2;1;40;5;0;4;3;1;3;0;1;0;3;2;5;0;1;2
Turkey;Aksaray;10;763082;2047;1022;109;18;7;1;63;1;3;2;0;36;3;0;2;1;0;0;0;0;0;1;2;0;0;0;0
Turkey;Aksaray;15;763082;1824;877;109;17;7;1;55;1;2;2;0;35;3;0;2;1;0;0;0;0;0;1;2;0;0;0;0
Turkey;Aksaray;20;763082;1579;858;109;17;7;1;54;1;2;2;0;35;3;0;2;1;0;0;0;0;0;1;2;0;0;0;0
Turkey;Aksaray;25;763082;1469;803;109;17;7;1;53;1;2;2;0;35;3;0;2;1;0;0;0;0;0;1;2;0;0;0;0
Turkey;Aksaray;30;763082;1396;732;109;17;7;1;52;1;2;2;0;34;3;0;2;1;0;0;0;0;0;1;2;0;0;0;0
Turkey;Aksaray;50;763082;926;305;109;11;5;0;35;1;1;1;0;29;1;0;2;1;0;0;0;0;0;1;1;0;0;0;0
Turkey;Aksaray;75;763082;258;105;109;4;2;0;9;0;0;0;0;16;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
Turkey;Amasya;0;621249;621249;621249;4353;86;342;24;345;150;64;116;61;75;83;172;110;57;69;79;63;60;101;160;86;231;105;215;94
Turkey;Amasya;10;621249;127230;107672;4353;77;296;20;274;128;51;88;50;54;69;148;90;48;58;62;52;42;76;121;58;161;67;141;68
Turkey;Amasya;15;621249;118509;98891;4353;76;290;20;263;125;50;84;49;53;68;143;88;47;57;60;51;39;75;119;56;157;65;138;66
Turkey;Amasya;20;621249;114146;97308;4353;76;288;20;259;125;50;83;49;52;67;141;86;45;55;55;50;37;72;116;54;150;63;134;64
Turkey;Amasya;25;621249;106275;91460;4353;75;286;19;256;122;50;82;48;51;66;141;85;45;54;47;49;35;69;114;53;144;59;130;62
Turkey;Amasya;30;621249;100972;88060;4353;75;285;19;254;122;50;81;48;50;66;140;84;44;51;40;46;33;67;110;49;137;55;126;60
Turkey;Amasya;50;621249;82990;62809;4353;59;227;16;193;102;46;66;40;43;57;124;70;38;44;21;33;24;54;94;37;110;41;101;50
Turkey;Amasya;75;621249;57079;36067;4353;37;150;8;125;67;30;41;26;22;43;97;51;25;23;11;23;12;29;58;18;58;19;59;31
Turkey;Ankara;0;2574917;2574917;2574917;7822;44;96;38;77;44;64;86;59;103;46;90;50;73;49;88;354;359;286;423;612;924;203;578;389
Turkey;Ankara;10;2574917;170236;117886;7822;18;81;29;42;29;46;52;40;80;40;76;35;61;40;83;319;250;266;389;577;679;172;500;306
Turkey;Ankara;15;2574917;148810;103280;7822;15;77;28;37;27;45;49;36;78;39;73;32;60;40;83;306;223;262;383;571;632;168;491;296
Turkey;Ankara;20;2574917;140163;101411;7822;14;76;28;34;26;43;46;36;76;39;71;31;60;38;80;281;206;257;376;549;572;162;479;282
Turkey;Ankara;25;2574917;121462;85026;7822;13;75;27;32;26;42;46;35;76;39;71;29;58;34;77;241;170;250;363;518;474;150;448;254
Turkey;Ankara;30;2574917;111677;82649;7822;13;74;27;32;25;41;45;35;76;38;71;29;57;32;73;211;149;245;354;476;430;144;433;235
Turkey;Ankara;50;2574917;81101;53253;7822;7;60;23;21;19;33;36;28;68;34;61;23;50;28;62;151;115;224;298;395;346;123;357;189
Turkey;Ankara;75;2574917;56232;27093;7822;3;38;16;9;8;20;18;17;52;21;54;14;39;22;48;101;85;186;224;295;241;98;271;136
Turkey;Antalya;0;2116663;2116663;2116663;27332;1715;683;1316;1838;982;2397;2219;7159;6512;985;2802;1627;2108;2709;2930;3935;5053;4122;3175;4318;21536;25926;5358;3992
Turkey;Antalya;10;2116663;546331;413832;27332;1563;620;1210;1614;848;2092;1886;6106;5905;835;2419;1303;1750;2145;2380;2931;3936;3206;2532;3431;16040;17039;3909;3081
Turkey;Antalya;15;2116663;480884;348049;27332;1423;587;1148;1510;798;1959;1746;5721;5635;773;2256;1239;1683;2051;2266;2745;3699;3000;2392;3259;15017;15824;3681;2914
Turkey;Antalya;20;2116663;449585;331648;27332;1369;560;1108;1448;764;1879;1669;5452;5462;741;2170;1195;1601;1920;2104;2520;3423;2787;2256;3080;14030;14908;3461;2758
Turkey;Antalya;25;2116663;368354;271207;27332;1361;555;1098;1434;757;1856;1653;5410;5440;736;2148;1145;1397;1601;1747;2064;2857;2291;1895;2601;11656;12900;2967;2358
Turkey;Antalya;30;2116663;325694;259061;27332;1342;552;1087;1421;753;1842;1646;5385;5414;730;2127;1121;1260;1381;1486;1738;2455;1970;1713;2289;10179;11524;2606;2123
Turkey;Antalya;50;2116663;198784;105402;27332;934;388;804;1050;554;1331;1179;4140;4426;551;1525;830;840;831;926;1040;1579;1184;1100;1508;6402;8011;1697;1414
Turkey;Antalya;75;2116663;85404;19672;27332;463;177;404;561;254;643;545;1912;2394;215;725;404;317;289;344;373;687;437;422;552;1944;3002;681;594
Turkey;Ardahan;0;478670;478670;478670;4386;6;19;1;4;0;7;15;6;3;11;17;16;21;19;2;25;5;21;48;77;26;241;119;145
Turkey;Ardahan;10;478670;41954;42861;4386;6;19;1;4;0;7;15;5;3;10;17;14;17;18;2;24;3;21;48;72;26;233;108;131
Turkey;Ardahan;15;478670;39780;39093;4386;5;19;1;4;0;7;15;5;3;10;16;14;17;17;2;24;3;21;48;72;26;232;108;131
Turkey;Ardahan;20;478670;38833;38746;4386;5;19;1;4;0;7;15;5;3;10;16;14;17;17;2;24;3;21;48;71;26;232;108;131
Turkey;Ardahan;25;478670;37840;36148;4386;5;19;1;4;0;7;15;5;3;10;16;13;17;16;2;24;3;21;48;71;26;231;107;130
Turkey;Ardahan;30;478670;36596;34796;4386;5;19;1;4;0;7;15;5;3;10;16;13;17;16;2;24;3;21;48;70;26;231;107;129
Turkey;Ardahan;50;478670;30242;25561;4386;5;18;1;4;0;6;15;5;3;9;13;10;14;12;1;24;3;21;47;63;26;208;103;123
Turkey;Ardahan;75;478670;17227;9046;4386;4;16;1;3;0;3;12;2;2;7;8;6;6;3;0;18;2;14;32;32;17;117;66;91
Turkey;Artvin;0;776914;776914;776914;5241;55;41;7;291;69;90;151;333;153;152;174;145;92;86;92;369;279;212;214;171;79;166;275;258
Turkey;Artvin;10;776914;378704;327003;5241;50;37;7;281;62;84;139;323;126;135;149;128;84;83;91;363;274;210;212;171;78;158;177;246
Turkey;Artvin;15;776914;363231;312205;5241;50;37;7;279;62;84;138;322;125;134;146;127;83;81;91;361;273;210;212;171;78;157;173;243
Turkey;Artvin;20;776914;355353;309382;5241;48;36;6;277;62;83;134;316;121;132;139;123;82;80;91;360;273;210;212;171;78;157;170;243
Turkey;Artvin;25;776914;343661;296754;5241;48;36;6;274;61;83;134;315;119;130;138;122;80;79;90;360;272;209;212;171;77;157;162;241
Turkey;Artvin;30;776914;334331;290274;5241;48;36;6;274;61;83;134;315;118;129;138;121;80;79;90;358;270;208;212;170;76;156;157;240
Turkey;Artvin;50;776914;297257;247376;5241;42;33;6;262;55;77;123;296;105;118;115;103;73;71;89;346;263;203;210;167;76;150;142;231
Turkey;Artvin;75;776914;232151;153618;5241;30;22;6;220;44;64;99;254;85;91;88;80;58;58;83;307;224;179;189;158;67;127;118;204
Turkey;Aydin;0;800636;800636;800636;7479;670;771;727;828;869;1587;1191;1412;813;700;987;1063;1040;1142;2011;1716;2049;1803;2035;2245;3208;1942;1677;2488
Turkey;Aydin;10;800636;203846;168630;7479;625;709;649;734;737;1392;982;1225;709;590;880;945;904;941;1599;1303;1637;1316;1639;1807;2338;1244;967;1806
Turkey;Aydin;15;800636;178981;151272;7479;596;682;621;706;704;1355;921;1178;687;569;853;911;871;893;1510;1238;1570;1253;1566;1723;2209;1101;896;1716
Turkey;Aydin;20;800636;169371;146147;7479;585;664;607;685;683;1332;900;1154;674;553;839;896;845;869;1456;1198;1513;1209;1492;1642;2116;1046;858;1658
Turkey;Aydin;25;800636;142941;137771;7479;576;655;592;673;668;1290;874;1124;659;546;829;878;770;781;1293;1064;1369;1088;1325;1451;1866;880;754;1483
Turkey;Aydin;30;800636;125746;132451;7479;573;652;585;666;662;1281;864;1114;651;542;821;865;704;708;1184;953;1258;1009;1192;1314;1655;771;679;1312
Turkey;Aydin;50;800636;85392;89875;7479;460;501;443;523;489;1049;647;891;531;451;708;729;501;508;825;642;875;736;884;916;1083;482;484;884
Turkey;Aydin;75;800636;51381;50440;7479;309;313;262;321;264;704;408;602;346;304;498;506;298;298;447;310;466;434;521;463;617;289;281;481
Turkey;Balikesir;0;1471390;1471390;1471390;10096;1434;3045;927;951;1269;943;1518;1113;1472;1019;1834;2817;2396;1835;2132;2115;2696;2957;4576;3141;4521;2345;4915;2400
Turkey;Balikesir;10;1471390;558110;525966;10096;1400;2965;904;892;1202;881;1428;1053;1365;966;1760;2643;2196;1635;1938;1879;2196;2631;4192;2886;4184;2089;4381;2006
Turkey;Balikesir;15;1471390;526192;496832;10096;1377;2905;895;870;1182;860;1400;1028;1309;940;1739;2611;2155;1600;1913;1842;2144;2576;4138;2848;4120;2048;4310;1952
Turkey;Balikesir;20;1471390;512520;492067;10096;1371;2892;891;863;1174;852;1393;1021;1302;936;1731;2594;2132;1578;1892;1818;2101;2530;4095;2816;4080;2021;4248;1915
Turkey;Balikesir;25;1471390;486902;476530;10096;1366;2881;888;855;1171;849;1385;1016;1292;929;1723;2565;2077;1520;1839;1765;2024;2430;4008;2748;3961;1949;4143;1845
Turkey;Balikesir;30;1471390;458651;462083;10096;1361;2830;882;850;1166;843;1377;1009;1279;926;1712;2529;2009;1460;1786;1704;1922;2325;3893;2672;3853;1877;4020;1754
Turkey;Balikesir;50;1471390;384115;363120;10096;1239;2470;804;747;1062;748;1212;886;1129;836;1529;2221;1752;1259;1569;1483;1596;1970;3444;2345;3381;1649;3574;1483
Turkey;Balikesir;75;1471390;278629;270512;10096;1014;1993;692;563;837;580;911;632;809;627;1186;1670;1184;874;1119;998;1070;1366;2517;1668;2371;1196;2612;1082
Turkey;Bartın;0;258495;258495;258495;2192;33;52;82;90;53;111;116;66;87;105;156;112;89;129;121;258;460;340;206;220;319;400;546;367
Turkey;Bartın;10;258495;171104;158359;2192;32;48;80;87;49;105;105;64;77;101;151;109;83;122;104;227;413;295;179;177;261;336;443;331
Turkey;Bartın;15;258495;166991;152950;2192;32;48;80;87;48;104;105;64;76;101;150;108;83;121;103;225;406;288;177;169;255;332;436;328
Turkey;Bartın;20;258495;165381;151809;2192;31;48;80;87;48;104;104;64;76;101;150;108;82;121;101;224;403;286;174;166;252;329;431;326
Turkey;Bartın;25;258495;162544;149568;2192;31;48;79;87;47;102;103;62;75;100;150;108;82;120;100;221;399;283;173;163;249;325;427;324
Turkey;Bartın;30;258495;157452;146247;2192;31;48;79;87;47;102;103;62;75;100;150;108;81;119;96;217;389;277;169;154;242;320;420;320
Turkey;Bartın;50;258495;146747;132645;2192;28;45;73;83;43;96;98;59;70;96;146;104;79;115;82;205;369;255;160;141;220;302;390;308
Turkey;Bartın;75;258495;127418;84068;2192;15;28;35;59;32;78;74;48;50;69;128;92;71;100;64;167;315;220;128;109;174;256;333;280
Turkey;Batman;0;434555;434555;434555;766;12;3;2;8;6;4;10;12;7;5;3;11;20;5;0;0;0;0;4;2;0;0;16;10
Turkey;Batman;10;434555;1877;612;766;5;1;0;4;3;1;6;4;3;2;1;2;9;0;0;0;0;0;4;2;0;0;10;3
Turkey;Batman;15;434555;1596;484;766;5;1;0;4;3;1;6;3;3;2;0;2;8;0;0;0;0;0;4;2;0;0;8;3
Turkey;Batman;20;434555;1324;466;766;4;1;0;4;2;1;6;3;3;2;0;1;7;0;0;0;0;0;2;2;0;0;6;3
Turkey;Batman;25;434555;1078;314;766;4;0;0;4;2;1;6;3;3;2;0;1;7;0;0;0;0;0;2;2;0;0;6;2
Turkey;Batman;30;434555;976;290;766;4;0;0;4;2;1;6;3;3;2;0;1;7;0;0;0;0;0;2;1;0;0;5;2
Turkey;Batman;50;434555;498;78;766;3;0;0;3;1;0;5;2;3;1;0;1;4;0;0;0;0;0;1;1;0;0;1;0
Turkey;Batman;75;434555;77;11;766;1;0;0;1;0;0;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Turkey;Bayburt;0;339161;339161;339161;579;8;1;0;8;5;3;1;11;2;6;5;3;1;1;1;2;0;0;0;0;0;0;6;4
Turkey;Bayburt;10;339161;6241;2694;579;8;1;0;8;3;2;1;3;1;3;4;2;0;1;0;2;0;0;0;0;0;0;2;1
Turkey;Bayburt;15;339161;4476;2283;579;8;1;0;8;3;2;1;3;1;3;4;2;0;1;0;2;0;0;0;0;0;0;2;1
Turkey;Bayburt;20;339161;4238;2223;579;8;1;0;8;3;2;1;3;1;3;4;2;0;1;0;2;0;0;0;0;0;0;1;1
Turkey;Bayburt;25;339161;3401;1940;579;8;1;0;8;3;2;1;3;1;3;4;2;0;1;0;2;0;0;0;0;0;0;1;1
Turkey;Bayburt;30;339161;3129;1783;579;8;1;0;8;3;2;1;3;1;3;4;2;0;1;0;2;0;0;0;0;0;0;1;1
Turkey;Bayburt;50;339161;2023;641;579;8;1;0;7;2;2;1;3;1;3;3;2;0;1;0;1;0;0;0;0;0;0;1;1
Turkey;Bayburt;75;339161;724;32;579;6;0;0;5;1;2;1;1;1;1;2;2;0;1;0;1;0;0;0;0;0;0;0;0
Turkey;Bilecik;0;464610;464610;464610;6169;1133;243;109;1192;368;430;354;262;471;150;287;372;229;269;357;284;631;811;599;884;1418;867;1275;731
Turkey;Bilecik;10;464610;174460;148332;6169;1068;232;102;1136;348;398;297;225;393;127;260;333;199;216;324;232;546;657;486;769;1255;690;1037;603
Turkey;Bilecik;15;464610;155592;130626;6169;1041;226;100;1101;341;386;277;211;366;122;252;320;189;196;316;218;519;590;459;739;1210;633;989;574
Turkey;Bilecik;20;464610;147205;127554;6169;1005;223;98;1078;339;381;257;204;349;119;249;314;178;182;311;207;505;564;426;704;1139;589;954;557
Turkey;Bilecik;25;464610;130654;116847;6169;970;221;97;1062;338;379;254;202;343;118;247;301;158;155;297;187;477;519;369;641;1021;491;865;509
Turkey;Bilecik;30;464610;117538;112363;6169;965;220;96;1045;337;378;250;198;337;116;244;286;126;126;284;169;445;476;315;548;849;404;761;468
Turkey;Bilecik;50;464610;85096;71039;6169;697;196;85;791;309;337;168;138;236;99;210;221;64;65;241;138;324;328;199;355;569;233;524;342
Turkey;Bilecik;75;464610;59339;38875;6169;373;134;57;385;225;256;80;61;125;69;146;148;26;35;202;99;200;222;120;191;371;117;347;240
Turkey;Bingöl;0;813381;813381;813381;3158;79;6;1;28;7;10;13;27;31;21;11;29;32;12;3;3;2;0;4;12;21;41;191;99
Turkey;Bingöl;10;813381;34600;12063;3158;72;2;0;23;7;9;10;22;28;17;7;22;25;11;3;2;0;0;4;11;21;39;154;68
Turkey;Bingöl;15;813381;30833;10462;3158;70;2;0;23;7;9;10;22;27;17;7;21;24;10;2;2;0;0;4;11;21;39;153;66
Turkey;Bingöl;20;813381;28968;10289;3158;69;2;0;21;7;9;10;22;27;17;7;21;24;10;2;2;0;0;4;11;21;39;151;65
Turkey;Bingöl;25;813381;25804;9484;3158;68;2;0;21;6;9;10;22;27;16;7;21;23;10;2;2;0;0;4;11;21;37;149;64
Turkey;Bingöl;30;813381;23640;8807;3158;68;2;0;21;6;9;10;22;27;16;7;20;23;10;2;2;0;0;4;11;21;37;147;62
Turkey;Bingöl;50;813381;17449;3183;3158;61;1;0;20;6;7;9;21;27;15;6;18;22;9;2;1;0;0;4;10;21;36;138;57
Turkey;Bingöl;75;813381;9465;597;3158;50;0;0;16;2;3;7;14;22;9;4;11;19;7;1;1;0;0;2;8;19;28;111;42
Turkey;Bitlis;0;866741;866741;866741;3966;84;20;33;27;18;25;36;55;37;46;26;29;33;26;9;2;1;0;54;117;114;266;697;919
Turkey;Bitlis;10;866741;25199;7236;3966;69;15;27;14;5;17;24;35;23;37;18;10;14;14;8;2;0;0;45;101;100;240;442;588
Turkey;Bitlis;15;866741;23374;6244;3966;63;15;27;11;5;15;22;34;23;35;17;10;13;14;8;2;0;0;45;100;99;239;431;577
Turkey;Bitlis;20;866741;21498;6108;3966;59;15;27;9;4;14;21;34;22;35;17;10;13;14;7;2;0;0;43;98;97;229;405;552
Turkey;Bitlis;25;866741;20170;5158;3966;58;15;26;9;4;14;21;34;22;35;17;9;12;13;7;2;0;0;43;97;96;228;398;541
Turkey;Bitlis;30;866741;19365;4733;3966;58;15;26;9;4;14;21;34;22;35;17;9;12;13;6;2;0;0;41;97;95;226;389;530
Turkey;Bitlis;50;866741;13700;2001;3966;43;13;23;6;2;7;16;30;17;31;12;6;8;10;5;0;0;0;35;88;82;208;319;444
Turkey;Bitlis;75;866741;7455;440;3966;32;8;13;4;2;5;8;9;9;17;5;3;4;5;4;0;0;0;20;63;35;158;218;273
Turkey;Bolu;0;826960;826960;826960;9466;62;204;222;270;81;205;254;210;364;196;423;170;170;308;495;398;584;1233;511;1015;2010;681;1755;3877
Turkey;Bolu;10;826960;466154;427816;9466;59;190;205;263;73;184;238;198;351;186;405;152;157;271;466;346;533;1165;479;974;1926;639;1631;2981
Turkey;Bolu;15;826960;446557;407192;9466;56;186;200;259;71;181;231;194;346;185;402;149;154;260;459;330;522;1129;475;968;1899;631;1608;2791
Turkey;Bolu;20;826960;436749;403943;9466;56;185;198;258;71;180;230;193;345;184;401;147;150;248;452;322;505;1108;471;961;1862;623;1589;2609
Turkey;Bolu;25;826960;418466;383805;9466;55;184;197;257;70;178;229;192;344;183;400;145;144;230;439;304;478;1068;462;947;1820;606;1558;2264
Turkey;Bolu;30;826960;404305;378750;9466;53;184;196;256;70;177;228;191;342;182;399;143;139;212;428;289;434;1024;451;932;1769;592;1515;2086
Turkey;Bolu;50;826960;351924;314770;9466;36;167;175;229;59;163;200;177;319;175;376;128;118;173;395;250;332;846;377;839;1564;513;1324;1534
Turkey;Bolu;75;826960;302968;236713;9466;17;128;119;165;37;114;115;148;262;157;331;110;96;129;355;212;274;746;314;736;1334;430;1096;1175
Turkey;Burdur;0;725529;725529;725529;10302;558;386;359;425;432;794;518;662;684;461;708;590;765;813;752;704;899;1190;1217;1594;1972;1093;2279;552
Turkey;Burdur;10;725529;117969;66200;10302;515;340;334;374;386;711;416;576;596;391;621;498;597;705;664;617;764;1015;1033;1400;1631;846;1752;448
Turkey;Burdur;15;725529;99454;50593;10302;452;283;293;317;332;616;342;498;533;353;567;457;561;684;641;600;738;978;994;1356;1561;802;1656;421
Turkey;Burdur;20;725529;94188;48212;10302;446;275;290;314;324;605;329;474;511;333;544;444;537;664;622;584;713;951;946;1309;1509;764;1590;408
Turkey;Burdur;25;725529;75380;31648;10302;445;274;289;312;323;602;328;473;509;332;543;435;461;598;550;523;630;857;841;1197;1345;682;1383;360
Turkey;Burdur;30;725529;65618;30869;10302;440;272;288;311;321;599;324;471;505;331;539;429;390;528;494;466;544;759;729;1040;1190;587;1198;321
Turkey;Burdur;50;725529;35316;8400;10302;323;180;219;236;237;487;217;344;372;228;367;284;207;345;316;275;324;453;479;636;714;408;742;193
Turkey;Burdur;75;725529;15901;1518;10302;197;96;142;122;108;254;97;156;179;114;201;116;86;167;141;120;145;218;213;276;345;198;342;93
Turkey;Bursa;0;1086330;1086330;1086330;9520;846;677;364;1444;709;958;1207;1254;914;748;1181;1216;938;1571;2015;1519;2335;2020;1944;2311;3998;2288;3954;3053
Turkey;Bursa;10;1086330;452155;424401;9520;818;648;346;1358;663;884;1124;1185;846;693;1122;1134;806;1305;1817;1253;1812;1671;1641;1991;3487;1866;3006;2502
Turkey;Bursa;15;1086330;430480;399457;9520;806;637;339;1344;648;872;1099;1154;822;675;1102;1116;793;1277;1792;1221;1760;1635;1608;1956;3418;1813;2912;2388
Turkey;Bursa;20;1086330;419948;396073;9520;803;633;338;1335;645;866;1090;1143;814;670;1094;1109;777;1255;1764;1198;1711;1598;1574;1900;3341;1748;2823;2298
Turkey;Bursa;25;1086330;398694;377722;9520;799;629;335;1328;641;860;1075;1132;805;663;1086;1092;751;1207;1710;1154;1618;1511;1490;1778;3136;1618;2648;2122
Turkey;Bursa;30;1086330;375610;368537;9520;790;628;333;1322;638;855;1068;1122;798;659;1081;1083;728;1158;1645;1101;1520;1399;1384;1626;2897;1472;2436;1921
Turkey;Bursa;50;1086330;324406;299647;9520;722;559;288;1218;585;790;923;953;704;604;965;970;651;1026;1464;956;1261;1140;1143;1311;2335;1146;1926;1499
Turkey;Bursa;75;1086330;264247;209713;9520;617;457;229;990;504;650;656;703;521;488;768;788;512;810;1180;745;934;833;818;970;1762;810;1387;1083
Turkey;Denizli;0;1089462;1089462;1089462;17111;761;907;560;810;714;1278;1303;1140;1149;1125;1128;1138;1205;1112;1354;1275;1682;1925;1771;2862;3133;1402;2480;1474
Turkey;Denizli;10;1089462;220286;144731;17111;616;775;488;678;590;1041;1077;951;989;951;953;918;1012;931;1161;1080;1446;1628;1526;2512;2585;1027;1963;1234
Turkey;Denizli;15;1089462;180985;117738;17111;410;584;373;521;444;802;884;796;852;833;860;824;953;872;1097;1011;1356;1541;1434;2392;2450;957;1819;1163
Turkey;Denizli;20;1089462;166581;112152;17111;397;564;365;499;427;777;852;769;805;803;822;789;870;796;1002;931;1250;1445;1326;2205;2255;890;1697;1081
Turkey;Denizli;25;1089462;130919;84218;17111;396;559;363;496;425;771;845;765;802;800;816;770;747;676;882;798;1069;1283;1136;1945;1911;753;1469;934
Turkey;Denizli;30;1089462;112563;82775;17111;394;552;355;492;424;768;841;762;800;794;807;755;608;530;701;647;876;1085;935;1597;1589;649;1236;804
Turkey;Denizli;50;1089462;63601;40665;17111;164;306;182;266;245;480;518;453;498;507;494;446;352;283;396;365;542;655;538;914;950;423;767;505
Turkey;Denizli;75;1089462;35809;15127;17111;65;149;45;87;71;170;236;199;260;228;227;226;141;100;182;179;304;344;283;425;479;223;396;292
Turkey;Diyarbakir;0;1481133;1481133;1481133;1588;44;7;8;72;6;7;8;11;31;12;13;44;19;19;1;0;0;0;2;0;16;1;58;25
Turkey;Diyarbakir;10;1481133;20191;6547;1588;24;4;5;51;3;3;4;4;17;4;7;9;3;5;1;0;0;0;2;0;15;0;25;6
