country;subnational1;threshold;area_ha;extent_2000_ha;extent_2010_ha;gain_2000-2012_ha;tc_loss_ha_2001;tc_loss_ha_2002;tc_loss_ha_2003;tc_loss_ha_2004;tc_loss_ha_2005;tc_loss_ha_2006;tc_loss_ha_2007;tc_loss_ha_2008;tc_loss_ha_2009;tc_loss_ha_2010;tc_loss_ha_2011;tc_loss_ha_2012;tc_loss_ha_2013;tc_loss_ha_2014;tc_loss_ha_2015;tc_loss_ha_2016;tc_loss_ha_2017;tc_loss_ha_2018;tc_loss_ha_2019;tc_loss_ha_2020;tc_loss_ha_2021;tc_loss_ha_2022;tc_loss_ha_2023;tc_loss_ha_2024
Turkey;Kocaeli;75;404015;133006;87664;2215;592;402;143;547;510;463;291;448;505;588;394;646;500;715;827;438;857;631;443;708;750;548;581;227
Turkey;Konya;0;4092066;4092066;4092066;8606;57;90;58;55;41;69;47;22;117;22;99;22;53;39;62;61;196;180;187;326;506;222;557;308
Turkey;Konya;10;4092066;72610;40419;8606;47;77;49;39;30;50;38;12;98;14;82;16;27;24;48;42;111;132;105;158;295;146;319;185
Turkey;Konya;15;4092066;63664;33511;8606;45;75;48;38;28;49;37;11;93;14;80;16;27;23;46;41;103;126;101;152;287;141;307;177
Turkey;Konya;20;4092066;58347;32358;8606;45;73;48;37;28;49;37;11;89;12;78;16;26;23;45;39;100;122;94;141;278;132;286;170
Turkey;Konya;25;4092066;51249;25275;8606;45;72;47;37;28;48;37;11;89;12;78;16;25;21;42;36;93;108;86;135;254;125;269;154
Turkey;Konya;30;4092066;47603;23947;8606;43;72;46;37;28;47;36;11;88;12;77;16;25;20;41;35;89;104;81;130;247;119;258;137
Turkey;Konya;50;4092066;31069;10798;8606;37;58;38;33;19;42;33;9;72;8;67;15;19;14;33;25;66;84;50;96;173;88;189;87
Turkey;Konya;75;4092066;15618;3472;8606;30;35;23;19;7;27;17;4;45;4;44;13;12;6;22;14;46;41;20;60;101;61;113;43
Turkey;Kütahya;0;1219994;1219994;1219994;14957;682;948;523;348;416;1030;1317;965;1266;336;550;914;402;469;1174;1214;1584;1587;953;1203;2538;1516;4134;2085
Turkey;Kütahya;10;1219994;357821;281048;14957;655;910;504;318;389;967;1249;923;1214;291;469;840;372;409;1102;1040;1394;1421;799;1035;2239;1322;3764;1878
Turkey;Kütahya;15;1219994;331787;253583;14957;629;892;491;306;377;926;1222;906;1193;281;449;823;365;402;1087;1011;1364;1395;783;1010;2195;1287;3705;1844
Turkey;Kütahya;20;1219994;318266;249855;14957;625;886;488;304;374;921;1216;902;1187;277;444;816;358;392;1075;990;1338;1369;762;983;2155;1255;3647;1821
Turkey;Kütahya;25;1219994;295263;213793;14957;622;880;486;303;374;919;1215;900;1183;276;441;810;343;378;1052;926;1267;1306;710;908;2044;1159;3526;1769
Turkey;Kütahya;30;1219994;278467;209818;14957;618;876;484;302;373;917;1213;898;1180;273;436;799;330;362;1027;880;1208;1253;662;855;1958;1105;3412;1717
Turkey;Kütahya;50;1219994;216649;136512;14957;530;753;413;269;328;785;1102;819;1058;227;373;668;277;295;920;711;972;1027;493;650;1601;857;2928;1507
Turkey;Kütahya;75;1219994;148533;63935;14957;376;517;266;207;243;522;809;636;768;140;270;447;197;185;674;498;665;763;312;409;1143;561;2156;1172
Turkey;Malatya;0;1149659;1149659;1149659;1480;36;23;10;70;25;54;41;67;78;30;34;40;14;16;14;10;34;1;92;51;41;18;62;36
Turkey;Malatya;10;1149659;7622;3468;1480;12;9;4;24;12;22;16;25;39;15;20;21;3;2;8;4;9;0;25;15;14;13;14;4
Turkey;Malatya;15;1149659;6192;2945;1480;12;9;4;24;12;22;15;25;38;15;20;20;3;2;8;4;9;0;25;13;14;13;13;4
Turkey;Malatya;20;1149659;5651;2871;1480;11;8;4;23;11;20;14;24;38;14;19;19;3;2;8;3;9;0;23;12;11;12;12;4
Turkey;Malatya;25;1149659;4241;2443;1480;10;8;4;23;11;20;14;24;38;14;18;18;3;2;7;3;7;0;21;9;10;12;10;4
Turkey;Malatya;30;1149659;3704;2284;1480;10;8;4;23;11;20;14;24;38;14;18;18;3;2;7;3;7;0;18;8;10;11;8;4
Turkey;Malatya;50;1149659;2148;905;1480;8;7;3;17;8;15;10;18;32;11;14;13;2;1;5;2;4;0;14;4;7;9;4;2
Turkey;Malatya;75;1149659;728;364;1480;5;4;2;10;2;5;5;4;12;3;4;7;1;0;3;0;2;0;8;2;4;4;1;2
Turkey;Manisa;0;1321885;1321885;1321885;11039;1096;781;904;1071;754;1281;1669;1558;2250;1599;1921;2173;1973;2068;2998;2446;2893;2888;3141;2547;4376;2395;4422;6709
Turkey;Manisa;10;1321885;251158;206997;11039;1020;721;828;975;678;1166;1461;1371;2024;1473;1718;1912;1780;1796;2622;1952;2303;2424;2665;2112;3735;1860;3601;4785
Turkey;Manisa;15;1321885;221205;185214;11039;993;696;808;941;655;1125;1414;1331;1962;1440;1668;1868;1731;1740;2550;1861;2197;2331;2568;2031;3609;1777;3479;4475
Turkey;Manisa;20;1321885;211012;179063;11039;976;685;789;921;643;1102;1380;1300;1928;1418;1636;1842;1703;1695;2493;1792;2128;2272;2486;1972;3517;1723;3400;4335
Turkey;Manisa;25;1321885;180825;166587;11039;968;680;781;913;637;1096;1366;1289;1911;1404;1620;1792;1569;1539;2278;1596;1908;2035;2221;1763;3192;1529;3087;3785
Turkey;Manisa;30;1321885;161646;160282;11039;960;677;775;902;631;1087;1354;1277;1894;1393;1605;1761;1494;1422;2161;1471;1754;1892;2056;1642;2984;1413;2895;3414
Turkey;Manisa;50;1321885;115594;99714;11039;790;556;612;729;515;895;1100;1050;1609;1220;1337;1470;1200;1083;1745;1135;1363;1470;1539;1243;2262;1061;2238;2472
Turkey;Manisa;75;1321885;64782;45355;11039;554;399;421;506;338;605;753;733;1146;870;914;1016;696;543;971;584;724;727;714;611;1151;553;1204;1176
Turkey;Mardin;0;1053924;1053924;1053924;256;18;15;12;12;11;11;30;9;21;28;2;14;18;26;3;3;1;0;0;0;0;0;14;5
Turkey;Mardin;10;1053924;2593;2507;256;16;13;10;11;10;10;26;8;19;27;2;11;11;11;2;3;1;0;0;0;0;0;9;4
Turkey;Mardin;15;1053924;2040;2339;256;16;13;10;11;10;10;25;8;18;27;2;11;11;10;2;3;1;0;0;0;0;0;9;4
Turkey;Mardin;20;1053924;1897;2315;256;16;12;10;10;10;10;25;8;18;27;2;11;11;10;2;3;0;0;0;0;0;0;9;4
Turkey;Mardin;25;1053924;1682;2184;256;16;12;10;10;10;10;25;7;18;27;2;11;11;9;2;3;0;0;0;0;0;0;9;4
Turkey;Mardin;30;1053924;1519;2141;256;16;12;10;10;10;10;25;7;18;27;2;11;10;9;2;3;0;0;0;0;0;0;9;4
Turkey;Mardin;50;1053924;1090;1524;256;15;11;9;9;9;9;22;6;17;24;2;10;7;8;2;3;0;0;0;0;0;0;7;4
Turkey;Mardin;75;1053924;673;841;256;12;9;7;7;7;7;14;3;10;17;2;8;6;5;2;3;0;0;0;0;0;0;6;3
Turkey;Mersin;0;1522214;1522214;1522214;19501;876;790;885;1945;993;1381;2094;4330;1457;1156;1700;1559;1360;1202;1217;1609;2658;3059;2892;3315;4487;6658;4894;1744
Turkey;Mersin;10;1522214;206559;122058;19501;731;644;738;1483;796;1091;1645;3231;1115;890;1299;1156;909;863;899;1217;1989;2276;2169;2512;3354;4248;2915;1035
Turkey;Mersin;15;1522214;171440;93607;19501;629;533;633;1258;672;895;1430;2789;970;761;1135;1042;821;800;829;1105;1803;2089;1984;2315;3071;3661;2552;926
Turkey;Mersin;20;1522214;156970;86025;19501;593;505;605;1180;634;833;1361;2620;923;711;1064;987;741;739;760;995;1637;1926;1795;2083;2776;3283;2318;850
Turkey;Mersin;25;1522214;109776;67265;19501;585;500;597;1169;627;826;1340;2580;912;704;1045;940;502;536;569;702;1162;1404;1287;1496;1921;2072;1611;613
Turkey;Mersin;30;1522214;94504;63499;19501;579;496;590;1160;624;821;1331;2561;909;700;1031;918;420;477;478;578;983;1201;1114;1288;1592;1703;1338;524
Turkey;Mersin;50;1522214;50213;17283;19501;303;226;317;661;376;468;784;1626;613;459;608;558;231;290;281;318;527;664;640;735;901;1003;757;292
Turkey;Mersin;75;1522214;22440;3519;19501;124;79;139;268;177;189;328;784;285;204;259;257;93;113;132;120;217;285;284;347;389;434;346;144
Turkey;Mugla;0;1283256;1283256;1283256;20932;1895;2300;1721;1796;2054;4277;2885;2840;1875;1481;1933;2443;2022;1909;2997;2938;3486;3082;4626;4892;24773;18666;3815;4325
Turkey;Mugla;10;1283256;641111;525612;20932;1766;2179;1601;1612;1867;3924;2504;2456;1620;1298;1762;2185;1800;1648;2586;2554;2989;2629;4086;4284;21838;15190;3176;3573
Turkey;Mugla;15;1283256;572086;465178;20932;1627;2034;1517;1493;1743;3761;2352;2326;1536;1213;1685;2074;1738;1587;2494;2468;2874;2536;3966;4136;21353;14412;3030;3430
Turkey;Mugla;20;1283256;535231;448453;20932;1586;2001;1490;1452;1709;3705;2303;2262;1500;1181;1654;2027;1646;1506;2365;2327;2734;2414;3761;3937;20695;13738;2830;3281
Turkey;Mugla;25;1283256;451728;405294;20932;1576;1982;1479;1436;1694;3667;2268;2233;1488;1168;1640;1989;1482;1368;2120;2096;2464;2178;3424;3568;18922;12310;2451;2944
Turkey;Mugla;30;1283256;390053;395771;20932;1558;1968;1463;1425;1687;3643;2242;2213;1477;1152;1627;1961;1323;1216;1868;1834;2152;1932;3009;3173;17428;10992;2083;2594
Turkey;Mugla;50;1283256;237292;247485;20932;1158;1475;1125;1054;1353;3076;1715;1795;1227;893;1313;1539;892;801;1244;1197;1424;1322;1968;2102;12549;7482;1299;1682
Turkey;Mugla;75;1283256;104646;104071;20932;736;879;721;568;880;2364;1096;1173;840;535;825;1015;354;309;501;493;603;585;818;878;6285;3778;533;672
Turkey;Mus;0;813024;813024;813024;773;5;1;2;1;2;1;5;0;2;3;1;2;5;2;0;0;0;0;0;0;0;3;30;29
Turkey;Mus;10;813024;7241;2765;773;2;0;1;1;1;1;5;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;5;17
Turkey;Mus;15;813024;6625;2412;773;2;0;1;1;1;1;5;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;5;16
Turkey;Mus;20;813024;6195;2368;773;2;0;1;1;1;0;5;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;5;15
Turkey;Mus;25;813024;5800;2157;773;2;0;1;1;1;0;5;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;5;15
Turkey;Mus;30;813024;5492;2021;773;2;0;1;1;1;0;4;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;4;14
Turkey;Mus;50;813024;3992;901;773;1;0;1;1;1;0;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;2;11
Turkey;Mus;75;813024;1822;145;773;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
Turkey;Nevsehir;0;513819;513819;513819;46;2;2;3;16;1;2;2;1;2;1;5;3;1;0;0;0;2;4;1;0;1;1;0;2
Turkey;Nevsehir;10;513819;483;364;46;0;1;2;9;0;1;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1
Turkey;Nevsehir;15;513819;373;294;46;0;1;2;8;0;1;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1
Turkey;Nevsehir;20;513819;332;289;46;0;1;2;8;0;1;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1
Turkey;Nevsehir;25;513819;270;252;46;0;1;2;8;0;1;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1
Turkey;Nevsehir;30;513819;243;227;46;0;1;2;8;0;1;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1
Turkey;Nevsehir;50;513819;111;82;46;0;1;1;6;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1
Turkey;Nevsehir;75;513819;17;20;46;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Turkey;Nigde;0;718876;718876;718876;714;9;7;6;30;4;5;8;2;14;3;13;11;2;1;0;1;4;9;14;19;26;15;81;25
Turkey;Nigde;10;718876;7974;4608;714;6;4;5;19;3;3;6;1;9;1;11;8;0;0;0;0;0;7;8;8;18;10;49;15
Turkey;Nigde;15;718876;6570;3720;714;6;4;5;18;3;3;6;1;8;1;10;6;0;0;0;0;0;7;7;8;16;9;30;11
Turkey;Nigde;20;718876;6029;3594;714;6;4;5;18;3;3;6;1;8;1;5;6;0;0;0;0;0;7;7;8;16;9;26;10
Turkey;Nigde;25;718876;4491;2867;714;6;4;5;17;3;3;6;0;7;1;5;6;0;0;0;0;0;7;7;8;15;7;13;9
Turkey;Nigde;30;718876;4170;2699;714;5;4;4;17;3;3;6;0;7;1;5;5;0;0;0;0;0;7;7;7;13;7;9;7
Turkey;Nigde;50;718876;2352;920;714;3;2;4;9;2;2;5;0;3;1;1;2;0;0;0;0;0;2;3;3;2;5;2;5
Turkey;Nigde;75;718876;968;242;714;1;0;0;2;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;4
Turkey;Ordu;0;591220;591220;591220;5329;31;99;12;179;67;53;70;89;66;85;78;98;131;160;179;197;200;299;360;324;360;353;278;177
Turkey;Ordu;10;591220;401494;325587;5329;28;94;11;167;60;49;66;84;64;80;73;89;123;153;171;191;193;289;348;310;339;318;246;155
Turkey;Ordu;15;591220;390252;309121;5329;28;92;11;164;59;49;65;83;63;80;72;87;121;152;171;190;192;287;346;308;334;315;243;153
Turkey;Ordu;20;591220;384604;299514;5329;28;92;11;163;59;49;64;83;63;80;72;86;121;151;170;190;190;287;345;305;332;312;240;152
Turkey;Ordu;25;591220;378411;289361;5329;28;92;11;162;59;49;64;82;63;79;72;86;119;151;170;189;189;286;343;304;330;310;238;151
Turkey;Ordu;30;591220;368071;281500;5329;28;92;11;162;58;49;63;82;63;78;71;86;118;148;167;188;187;282;339;298;325;306;235;148
Turkey;Ordu;50;591220;337072;199922;5329;27;86;8;149;53;45;58;78;60;75;67;79;97;129;150;169;169;262;306;270;306;280;213;136
Turkey;Ordu;75;591220;231612;65681;5329;20;63;5;104;37;35;40;54;49;52;47;63;62;94;112;117;120;210;232;210;244;199;160;113
Turkey;Osmaniye;0;307352;307352;307352;4750;140;78;92;149;115;239;204;242;296;223;155;596;373;518;470;562;490;817;652;934;2347;1538;1073;801
Turkey;Osmaniye;10;307352;80424;79748;4750;136;75;88;139;107;229;192;229;278;209;136;543;318;418;398;474;395;704;542;788;1822;1010;862;681
Turkey;Osmaniye;15;307352;75771;74011;4750;134;73;85;135;105;225;188;224;271;201;134;523;308;400;380;453;377;680;519;765;1758;952;836;662
Turkey;Osmaniye;20;307352;72870;72790;4750;134;72;83;133;103;223;187;221;268;198;132;504;298;380;364;435;360;651;498;736;1680;906;805;638
Turkey;Osmaniye;25;307352;66213;69912;4750;133;72;83;132;103;221;185;219;267;197;131;485;270;335;337;404;320;595;459;661;1485;807;732;588
Turkey;Osmaniye;30;307352;61470;67286;4750;133;72;82;131;102;221;185;218;266;196;130;470;257;317;324;385;302;567;443;624;1372;747;683;550
Turkey;Osmaniye;50;307352;49590;44361;4750;116;59;67;107;89;195;167;188;239;170;115;404;207;248;255;313;241;450;345;483;1065;595;573;467
Turkey;Osmaniye;75;307352;31910;22093;4750;80;38;27;63;51;123;109;115;156;91;76;306;114;124;155;200;123;249;213;286;532;302;385;323
Turkey;Rize;0;364090;364090;364090;1004;24;29;2;34;27;66;115;115;65;45;32;66;98;102;97;186;97;240;108;199;73;104;134;67
Turkey;Rize;10;364090;233679;213028;1004;23;27;2;33;27;64;111;113;65;44;32;62;90;101;96;181;95;182;106;197;72;103;117;64
Turkey;Rize;15;364090;230621;208818;1004;23;27;2;33;27;64;110;113;65;44;32;62;89;101;96;181;95;182;106;197;72;103;116;64
Turkey;Rize;20;364090;229554;207722;1004;23;27;2;33;27;63;110;112;65;44;32;62;89;101;96;180;95;181;106;196;72;103;115;64
Turkey;Rize;25;364090;228779;205170;1004;23;27;2;33;26;63;109;112;65;44;32;62;89;100;96;180;95;180;106;196;72;103;115;63
Turkey;Rize;30;364090;224968;200811;1004;23;27;2;33;26;63;109;112;65;44;32;62;89;100;96;180;95;177;106;196;72;103;111;62
Turkey;Rize;50;364090;216930;178476;1004;22;27;2;31;25;61;106;110;62;43;31;61;86;99;94;179;93;172;106;194;72;102;107;61
Turkey;Rize;75;364090;178832;98863;1004;20;24;2;26;22;52;97;101;53;39;30;54;64;89;88;160;83;150;101;180;66;94;91;56
Turkey;Sakarya;0;470008;470008;470008;3353;348;222;161;610;238;387;381;236;281;285;322;621;311;517;733;1105;1155;1212;945;1584;1536;1185;1097;786
Turkey;Sakarya;10;470008;272067;252256;3353;333;215;154;586;230;368;356;225;263;275;309;599;278;416;521;726;743;755;529;1053;1182;932;891;596
Turkey;Sakarya;15;470008;265608;243919;3353;331;213;154;580;230;366;350;224;261;273;307;597;274;411;513;715;731;739;520;1038;1155;916;879;587
Turkey;Sakarya;20;470008;261726;240649;3353;329;212;153;573;230;363;347;222;258;271;304;594;272;406;506;702;720;727;512;1023;1138;902;871;581
Turkey;Sakarya;25;470008;255680;235808;3353;328;212;151;569;229;360;345;221;257;269;303;592;269;401;500;692;707;711;504;1003;1109;879;856;571
Turkey;Sakarya;30;470008;249093;231637;3353;327;211;151;567;229;359;343;221;256;269;301;590;265;391;484;660;681;689;488;968;1058;848;837;558
Turkey;Sakarya;50;470008;229585;198990;3353;313;203;141;511;220;331;309;209;237;256;288;568;241;348;422;583;586;600;403;761;910;716;769;512
Turkey;Sakarya;75;470008;197217;136945;3353;253;172;112;364;184;248;212;176;194;223;237;520;190;268;303;466;441;475;289;551;748;584;680;439
Turkey;Samsun;0;952160;952160;952160;7581;412;601;114;449;323;270;180;363;225;200;277;258;145;311;481;597;638;1257;1223;1293;1444;996;1165;743
Turkey;Samsun;10;952160;407152;363362;7581;400;588;109;433;307;249;167;341;212;184;267;237;100;173;296;307;314;601;573;607;837;616;725;487
Turkey;Samsun;15;952160;393348;341038;7581;398;586;107;429;304;244;164;332;208;179;260;233;98;165;288;298;305;586;557;577;815;603;707;473
Turkey;Samsun;20;952160;385478;333922;7581;397;584;107;427;301;241;164;320;206;177;256;230;96;154;279;281;298;560;534;560;790;588;681;455
Turkey;Samsun;25;952160;372185;321793;7581;395;583;107;424;300;241;163;317;204;175;255;228;94;132;261;264;292;508;504;534;755;556;632;418
Turkey;Samsun;30;952160;356117;310880;7581;395;582;107;423;298;239;161;313;204;174;254;226;90;115;245;238;280;461;468;506;720;528;596;391
Turkey;Samsun;50;952160;315485;235757;7581;375;560;103;386;283;221;147;242;186;156;214;195;75;80;195;180;229;351;372;398;600;448;494;300
Turkey;Samsun;75;952160;226204;112666;7581;330;493;88;319;251;190;108;174;151;130;165;154;40;45;126;99;144;208;231;223;367;310;332;189
Turkey;Sanliurfa;0;1962260;1962260;1962260;207;30;14;4;15;5;14;5;17;19;11;7;22;6;10;1;0;1;0;0;0;0;0;1;0
Turkey;Sanliurfa;10;1962260;6158;4847;207;22;11;3;9;3;11;3;14;16;10;5;12;0;0;0;0;0;0;0;0;0;0;0;0
Turkey;Sanliurfa;15;1962260;4900;4337;207;21;11;3;8;3;10;3;14;16;10;5;11;0;0;0;0;0;0;0;0;0;0;0;0
Turkey;Sanliurfa;20;1962260;4149;4264;207;20;11;2;8;3;10;3;14;15;10;5;11;0;0;0;0;0;0;0;0;0;0;0;0
Turkey;Sanliurfa;25;1962260;3608;3720;207;20;11;2;8;3;10;3;14;15;10;5;11;0;0;0;0;0;0;0;0;0;0;0;0
Turkey;Sanliurfa;30;1962260;3348;3607;207;20;11;2;8;3;9;3;14;15;10;5;11;0;0;0;0;0;0;0;0;0;0;0;0
Turkey;Sanliurfa;50;1962260;2593;2355;207;15;9;2;5;3;9;2;12;15;9;5;9;0;0;0;0;0;0;0;0;0;0;0;0
Turkey;Sanliurfa;75;1962260;1547;1033;207;10;6;2;2;2;7;2;8;13;7;4;4;0;0;0;0;0;0;0;0;0;0;0;0
Turkey;Siirt;0;498209;498209;498209;2113;27;4;24;5;3;6;19;15;17;27;11;24;24;7;6;0;0;0;2;1;3;11;40;28
Turkey;Siirt;10;498209;7666;4045;2113;22;3;16;1;1;2;10;7;10;19;4;7;10;2;6;0;0;0;2;1;3;9;17;2
Turkey;Siirt;15;498209;6306;3193;2113;20;3;16;1;0;2;10;6;9;18;3;7;8;2;6;0;0;0;2;1;3;8;16;2
Turkey;Siirt;20;498209;5346;3087;2113;19;3;15;1;0;2;10;6;8;18;3;6;8;2;4;0;0;0;2;1;2;8;15;2
Turkey;Siirt;25;498209;4353;2314;2113;19;3;15;1;0;2;10;6;8;18;3;5;7;1;4;0;0;0;2;1;2;8;14;2
Turkey;Siirt;30;498209;3873;2098;2113;19;3;15;1;0;2;10;6;8;18;3;5;7;1;4;0;0;0;2;1;2;7;13;2
Turkey;Siirt;50;498209;1740;691;2113;13;2;12;0;0;0;7;4;8;13;2;2;5;1;4;0;0;0;0;0;2;6;7;1
Turkey;Siirt;75;498209;703;224;2113;9;0;4;0;0;0;4;1;5;8;1;1;4;0;3;0;0;0;0;0;2;5;2;0
Turkey;Sinop;0;601061;601061;601061;9071;129;202;47;826;221;236;135;545;864;705;406;491;799;617;591;431;532;857;1003;818;1776;1060;1231;898
Turkey;Sinop;10;601061;319861;282484;9071;124;195;45;805;217;229;126;522;841;668;390;474;788;592;580;415;514;812;967;687;1577;923;1043;804
Turkey;Sinop;15;601061;302942;261442;9071;123;194;44;793;213;227;124;513;832;650;377;468;785;586;577;409;509;804;956;666;1527;902;1024;784
Turkey;Sinop;20;601061;295748;257544;9071;122;193;44;780;212;226;122;501;825;639;370;463;783;574;575;402;501;791;946;654;1483;887;1007;767
Turkey;Sinop;25;601061;280168;246843;9071;122;192;44;776;210;225;122;496;821;635;368;461;776;553;566;385;482;756;932;625;1383;842;948;708
Turkey;Sinop;30;601061;266416;238194;9071;121;191;44;770;209;225;121;494;816;631;365;459;768;539;558;376;466;733;915;608;1291;796;905;659
Turkey;Sinop;50;601061;232861;181238;9071;108;174;41;633;182;195;109;377;724;522;287;401;732;500;514;347;428;667;842;543;1104;687;789;542
Turkey;Sinop;75;601061;179630;82588;9071;76;127;31;375;124;140;78;214;534;347;211;324;616;377;381;271;304;453;652;405;767;484;522;373
Turkey;Sirnak;0;788261;788261;788261;3934;4;2;8;19;3;20;2;44;28;18;1;33;29;23;0;0;0;0;1;0;0;0;102;39
Turkey;Sirnak;10;788261;18188;10686;3934;1;1;4;6;1;5;0;10;18;10;0;7;11;13;0;0;0;0;1;0;0;0;35;24
Turkey;Sirnak;15;788261;13286;8102;3934;0;1;4;6;0;5;0;10;15;9;0;6;9;11;0;0;0;0;1;0;0;0;32;22
Turkey;Sirnak;20;788261;12020;7750;3934;0;1;4;5;0;5;0;10;15;8;0;6;9;10;0;0;0;0;1;0;0;0;30;22
Turkey;Sirnak;25;788261;8338;6488;3934;0;1;4;5;0;5;0;9;15;7;0;4;6;9;0;0;0;0;0;0;0;0;26;19
Turkey;Sirnak;30;788261;6646;5539;3934;0;1;4;5;0;5;0;9;15;7;0;4;5;8;0;0;0;0;0;0;0;0;23;15
Turkey;Sirnak;50;788261;2170;1286;3934;0;0;3;0;0;1;0;4;8;4;0;1;1;3;0;0;0;0;0;0;0;0;9;7
Turkey;Sirnak;75;788261;634;162;3934;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3
Turkey;Sivas;0;2835138;2835138;2835138;6805;27;64;11;121;63;35;72;23;45;48;88;52;38;81;107;115;132;144;454;424;405;554;489;209
Turkey;Sivas;10;2835138;114170;64692;6805;19;52;8;102;47;27;62;16;35;35;76;37;31;71;96;106;116;135;367;358;358;500;351;121
Turkey;Sivas;15;2835138;92733;55785;6805;18;50;8;98;45;27;62;16;33;34;74;35;29;71;94;104;113;134;354;349;353;486;335;119
Turkey;Sivas;20;2835138;88513;54112;6805;18;50;8;96;45;26;61;15;33;33;74;35;29;71;93;102;111;132;347;345;350;479;329;116
Turkey;Sivas;25;2835138;74038;47232;6805;18;48;7;95;44;26;61;15;32;33;73;35;28;71;91;100;110;131;335;340;346;462;309;111
Turkey;Sivas;30;2835138;69342;45050;6805;18;48;7;95;44;26;61;15;32;33;73;33;28;70;90;97;105;129;325;334;342;449;298;109
Turkey;Sivas;50;2835138;48181;22158;6805;14;37;6;78;36;21;52;13;28;25;65;24;20;44;77;70;70;108;267;273;305;355;230;84
Turkey;Sivas;75;2835138;25292;5883;6805;7;19;3;39;17;9;32;4;13;10;49;14;11;23;42;33;40;69;145;171;181;204;129;48
Turkey;Tekirdag;0;661094;661094;661094;4492;1200;1444;1502;1167;1096;849;172;87;79;32;161;229;96;99;164;139;249;148;199;381;378;255;506;398
Turkey;Tekirdag;10;661094;93571;93019;4492;1194;1434;1488;1160;1088;843;160;79;60;23;147;201;74;80;129;94;171;123;169;290;324;216;396;257
Turkey;Tekirdag;15;661094;91059;89302;4492;1193;1433;1486;1160;1088;843;159;79;59;23;147;198;73;78;122;87;160;121;166;286;319;213;390;250
Turkey;Tekirdag;20;661094;89632;88542;4492;1192;1431;1486;1160;1087;842;158;78;57;21;144;196;71;77;120;85;157;120;165;283;313;212;385;243
Turkey;Tekirdag;25;661094;87132;87039;4492;1192;1430;1484;1160;1086;842;157;77;57;21;144;194;69;75;117;81;151;119;163;277;307;210;377;235
Turkey;Tekirdag;30;661094;84318;85266;4492;1191;1429;1484;1159;1086;841;157;77;57;21;144;189;66;72;111;75;143;116;159;272;300;205;366;228
Turkey;Tekirdag;50;661094;76074;73462;4492;1182;1405;1462;1150;1082;839;154;70;52;17;135;172;56;62;93;58;115;109;139;250;270;188;327;187
Turkey;Tekirdag;75;661094;62462;57065;4492;1133;1322;1386;1110;1049;817;133;40;35;11;112;129;39;48;67;40;74;91;112;195;215;155;227;131
Turkey;Tokat;0;983804;983804;983804;6529;107;311;76;418;281;88;223;92;161;199;273;131;128;117;83;143;246;269;463;407;762;430;536;347
Turkey;Tokat;10;983804;270177;228216;6529;97;281;69;389;267;82;206;73;137;157;249;114;99;77;46;85;152;133;204;189;521;229;231;189
Turkey;Tokat;15;983804;251705;210251;6529;95;277;69;383;264;81;204;71;131;146;239;110;97;73;43;83;144;130;200;185;509;222;224;179
Turkey;Tokat;20;983804;243989;207168;6529;95;275;68;380;261;81;202;71;128;141;235;107;92;69;42;79;127;123;194;180;496;214;219;175
Turkey;Tokat;25;983804;228445;199305;6529;95;273;68;378;260;80;200;70;126;138;233;105;86;64;42;68;109;110;190;174;480;198;214;165
Turkey;Tokat;30;983804;216239;190998;6529;95;273;68;375;259;80;200;70;125;138;232;102;79;58;37;62;89;103;185;160;463;189;208;157
Turkey;Tokat;50;983804;180727;132705;6529;87;217;56;324;233;74;179;62;106;104;190;78;65;42;29;44;56;77;161;131;401;149;174;115
Turkey;Tokat;75;983804;120639;58370;6529;62;121;36;209;153;50;116;37;57;62;124;55;40;25;14;23;32;51;101;90;263;91;111;61
Turkey;Trabzon;0;503188;503188;503188;1724;63;91;6;343;110;345;213;188;161;98;73;195;64;59;56;127;75;106;140;179;190;224;221;137
Turkey;Trabzon;10;503188;291971;258824;1724;60;89;5;303;105;334;205;183;154;95;70;182;60;57;53;121;70;105;138;176;188;223;196;131
Turkey;Trabzon;15;503188;284276;247759;1724;58;88;5;300;104;334;205;183;154;95;70;180;60;57;52;120;69;105;138;176;188;223;194;131
