;;;;;;;;;;;;;;;;Hektar ;;
Bölge Müdürlüğü;Yıl                Year;İhmal  ;;;;;;;Kasıt;;;;Kaza   ;;;;                    ; 
;;Anız;Çöplük;Avcılık ;Çoban_Ateşi;Sigara;Piknik;Diğer ;Terör;Kundaklama     Incension;Açma;Diğer;Enerji;Trafik;Diğer;Faili_meçhul ;Doğal   ;Toplam
Bolu;2023;6;-;-;1;-;-;5;Terör Terror;-;-;-;23;7;-;231;142;415
Bolu;2024;2,993;0,354;0,137;;-;-;290,596;Terör Terror;-;-;0,053;3,359;-;-;3317,387;3,462;3618,341
Bursa;2013;159,42;10,08;-;82,2;3,3;0,71;0,2;Terör Terror;1;-;0,01;0,01;-;-;270,53;532,5;1059,96
Bursa;2014;3,93;0,72;-;0,9;0,04;2;-;Terör Terror;2;-;-;3;-;-;21,88;5,79;40,26
Bursa;2015;25,04;-;-;2,6;1,63;40,03;-;Terör Terror;-;-;-;1,95;-;-;191,07;1,14;263,46
Bursa;2016;25,01;0,7;0,1;13,1;-;0,33;-;Terör Terror;-;-;-;-;-;0,3;98,41;1,54;139,49
Bursa;2017;3,8;0,02;-;0,11;5,48;2,55;-;Terör Terror;-;-;-;0,11;-;1;240,37;0,22;253,66
Bursa;2018;1,71;5;-;0,84;35,91;-;-;Terör Terror;-;-;-;5,14;-;0,26;10,08;3,44;62,38
Bursa;2019;63,26;-;-;-;-;18,99;4,11;Terör Terror;145,8;-;-;28,4;-;-;25,3;18,54;304,4
Bursa;2020;1,89;0,01;-;-;-;0,01;24,76;Terör Terror;-;-;-;5,36;0,27;27,65;36;1,4;97,35
Bursa;2021;-;-;-;0,1;-;-;19,45;Terör Terror;-;-;0,03;0,8;-;0,02;;;20,4
Bursa;2022;165,44;-;-;-;-;-;18,13;Terör Terror;-;-;0,02;0,1;-;0,31;93,83;2,76;280,59
Bursa;2023;1;-;-;-;-;-;2;Terör Terror;-;-;-;-;-;-;390;1;394
Bursa;2024;0,68;28;4,233;;1,184;1,776;166,48;Terör Terror;23;-;0,214;305,662;0,17;2;198,551;1,75;733,7
Çanakkale;2013;-;-;-;-;-;-;-;Terör Terror;-;-;-;-;-;-;-;-;0
Çanakkale;2014;-;-;-;-;-;-;-;Terör Terror;-;-;-;-;-;-;-;-;0
Çanakkale;2015;-;-;-;-;-;-;-;Terör Terror;-;-;-;-;-;-;-;-;0
Çanakkale;2016;385,48;2,7;-;-;-;46,2;1,31;Terör Terror;-;-;-;20;-;12;34,35;3,13;505,17
Çanakkale;2017;310,59;2,53;-;0,1;0,3;-;2,09;Terör Terror;-;-;-;-;-;0,2;3,27;0,79;319,87
Çanakkale;2018;0,72;0,01;-;-;0,4;-;59,49;Terör Terror;0,01;-;-;2,32;-;0,3;64,94;1,64;129,83
Çanakkale;2019;5,46;6,94;-;-;189,05;2,43;79,19;Terör Terror;-;-;-;1,09;0,01;-;3,75;2,51;290,43
Çanakkale;2020;13,63;39,64;-;-;4,81;0,71;798;Terör Terror;0,09;-;-;50,08;0,62;16,29;4,77;1,37;930,01
